player_name,team,total_points,total_rebounds,total_assists,total_minutes,total_fga,total_fta,total_3pa,total_turnovers,games_played,points_per_game,rebounds_per_game,assists_per_game,minutes_per_game,turnovers_per_game,production_score,production_rank
Brice Sensabaugh,Jazz,659.0,176.0,89.0,1219.0,512.0,62.0,310.0,93.0,70,9.414285714285715,2.5142857142857142,1.2714285714285714,17.414285714285715,1.3285714285714285,14.338571428571429,266.0
Nikola Jovic,Heat,532.0,196.0,137.0,1234.0,412.0,93.0,234.0,65.0,68,7.823529411764706,2.8823529411764706,2.014705882352941,18.147058823529413,0.9558823529411765,14.30441176470588,267.0
Davion Mitchell,Raptors,279.0,85.0,203.0,1079.0,244.0,37.0,117.0,78.0,48,5.8125,1.7708333333333333,4.229166666666667,22.479166666666668,1.625,14.28125,268.0
Dante Exum,Mavericks,181.0,34.0,59.0,377.0,133.0,33.0,52.0,23.0,22,8.227272727272727,1.5454545454545454,2.6818181818181817,17.136363636363637,1.0454545454545454,14.104545454545455,269.0
Kris Dunn,Clippers,431.0,241.0,196.0,1685.0,419.0,18.0,219.0,66.0,72,5.986111111111111,3.3472222222222223,2.7222222222222223,23.40277777777778,0.9166666666666666,14.08611111111111,270.0
Mason Plumlee,Suns,315.0,434.0,124.0,1232.0,192.0,119.0,3.0,55.0,73,4.315068493150685,5.945205479452055,1.6986301369863013,16.876712328767123,0.7534246575342466,13.997260273972602,271.0
Moussa Diabate,Hornets,345.0,398.0,56.0,1137.0,243.0,96.0,5.0,53.0,65,5.3076923076923075,6.123076923076923,0.8615384615384616,17.49230769230769,0.8153846153846154,13.947692307692307,272.0
Jaime Jaquez Jr.,Heat,519.0,276.0,156.0,1316.0,435.0,137.0,114.0,92.0,78,6.653846153846154,3.5384615384615383,2.0,16.871794871794872,1.1794871794871795,13.9,273.0
A.J. Lawson,Raptors,174.0,65.0,17.0,342.0,141.0,43.0,75.0,10.0,20,8.7,3.25,0.85,17.1,0.5,13.875,274.0
Bruce Brown,Pelicans,139.0,65.0,49.0,421.0,133.0,25.0,34.0,15.0,21,6.619047619047619,3.0952380952380953,2.3333333333333335,20.047619047619047,0.7142857142857143,13.833333333333332,275.0
Jordan Hawkins,Pelicans,562.0,145.0,62.0,1242.0,519.0,91.0,305.0,51.0,60,9.366666666666667,2.4166666666666665,1.0333333333333334,20.7,0.85,13.816666666666668,276.0
Jalen Hood-Schifino,76ers,54.0,18.0,23.0,186.0,57.0,10.0,29.0,6.0,8,6.75,2.25,2.875,23.25,0.75,13.7625,277.0
Jalen Smith,Bulls,488.0,332.0,60.0,922.0,378.0,84.0,212.0,36.0,71,6.873239436619718,4.676056338028169,0.8450704225352113,12.985915492957746,0.5070422535211268,13.752112676056338,278.0
Isaiah Stewart,Pistons,394.0,378.0,113.0,1329.0,288.0,82.0,47.0,60.0,74,5.324324324324325,5.108108108108108,1.527027027027027,17.95945945945946,0.8108108108108109,13.744594594594595,279.0
Matas Buzelis,Bulls,637.0,254.0,76.0,1412.0,522.0,102.0,250.0,68.0,77,8.272727272727273,3.2987012987012987,0.987012987012987,18.337662337662337,0.8831168831168831,13.711688311688313,280.0
Trey Lyles,Kings,412.0,300.0,75.0,1242.0,348.0,72.0,221.0,38.0,65,6.338461538461538,4.615384615384615,1.1538461538461537,19.107692307692307,0.5846153846153846,13.607692307692306,281.0
Trendon Watford,Nets,378.0,128.0,90.0,733.0,287.0,106.0,75.0,65.0,49,7.714285714285714,2.6122448979591835,1.836734693877551,14.959183673469388,1.3265306122448979,13.604081632653061,282.0
Amen Thompson,Team Candace,4.0,3.0,4.0,10.0,4.0,0.0,0.0,1.0,1,4.0,3.0,4.0,10.0,1.0,13.6,283.0
Moses Moody,Warriors,752.0,200.0,99.0,1692.0,599.0,139.0,352.0,51.0,84,8.952380952380953,2.380952380952381,1.1785714285714286,20.142857142857142,0.6071428571428571,13.577380952380953,284.0
Max Christie,Lakers,390.0,123.0,66.0,1153.0,288.0,87.0,163.0,39.0,47,8.297872340425531,2.617021276595745,1.4042553191489362,24.53191489361702,0.8297872340425532,13.544680851063829,285.0
Kentavious Caldwell-Pope,Magic,665.0,175.0,137.0,2335.0,561.0,95.0,343.0,61.0,80,8.3125,2.1875,1.7125,29.1875,0.7625,13.50625,286.0
Mitchell Robinson,Knicks,167.0,212.0,16.0,616.0,104.0,75.0,0.0,21.0,33,5.0606060606060606,6.424242424242424,0.48484848484848486,18.666666666666668,0.6363636363636364,13.496969696969696,287.0
Donovan Clingan,Trail Blazers,375.0,452.0,63.0,1129.0,286.0,86.0,39.0,68.0,75,5.0,6.026666666666666,0.84,15.053333333333333,0.9066666666666666,13.491999999999999,288.0
Kevin Huerter,Kings,338.0,120.0,74.0,899.0,310.0,28.0,205.0,37.0,44,7.681818181818182,2.727272727272727,1.6818181818181819,20.431818181818183,0.8409090909090909,13.477272727272727,289.0
Miles McBride,Knicks,686.0,176.0,191.0,1869.0,605.0,79.0,352.0,50.0,88,7.795454545454546,2.0,2.1704545454545454,21.238636363636363,0.5681818181818182,13.451136363636364,290.0
Isaiah Joe,Thunder,798.0,210.0,125.0,1677.0,612.0,62.0,482.0,41.0,92,8.673913043478262,2.282608695652174,1.358695652173913,18.22826086956522,0.44565217391304346,13.45108695652174,291.0
Jamal Shead,Raptors,432.0,92.0,265.0,1256.0,410.0,51.0,184.0,107.0,70,6.171428571428572,1.3142857142857143,3.7857142857142856,17.942857142857143,1.5285714285714285,13.427142857142858,292.0
Kelly Olynyk,Raptors,171.0,89.0,56.0,384.0,118.0,43.0,43.0,35.0,27,6.333333333333333,3.2962962962962963,2.074074074074074,14.222222222222221,1.2962962962962963,13.399999999999999,293.0
Dorian Finney-Smith,Lakers,315.0,153.0,60.0,1219.0,260.0,19.0,189.0,38.0,44,7.159090909090909,3.477272727272727,1.3636363636363635,27.704545454545453,0.8636363636363636,13.377272727272727,294.0
Josh Okogie,Hornets,99.0,32.0,15.0,205.0,73.0,35.0,36.0,13.0,12,8.25,2.6666666666666665,1.25,17.083333333333332,1.0833333333333333,13.325,295.0
Jaylen Nowell,Pelicans,67.0,20.0,18.0,168.0,73.0,11.0,27.0,8.0,9,7.444444444444445,2.2222222222222223,2.0,18.666666666666668,0.8888888888888888,13.11111111111111,296.0
Alex Caruso,Thunder,539.0,199.0,170.0,1508.0,441.0,75.0,244.0,53.0,79,6.822784810126582,2.518987341772152,2.151898734177215,19.088607594936708,0.6708860759493671,13.073417721518988,297.0
Keon Ellis,Kings,606.0,191.0,104.0,1759.0,419.0,82.0,288.0,65.0,76,7.973684210526316,2.513157894736842,1.368421052631579,23.144736842105264,0.8552631578947368,13.042105263157895,298.0
Jaxson Hayes,Lakers,359.0,248.0,57.0,1022.0,208.0,94.0,3.0,39.0,57,6.298245614035087,4.350877192982456,1.0,17.92982456140351,0.6842105263157895,13.019298245614035,299.0
Dalton Knecht,Lakers,664.0,209.0,66.0,1423.0,528.0,80.0,324.0,34.0,78,8.512820512820513,2.6794871794871793,0.8461538461538461,18.243589743589745,0.4358974358974359,12.997435897435896,300.0
Jonathan Mogbo,Raptors,299.0,238.0,104.0,1032.0,267.0,68.0,50.0,51.0,57,5.245614035087719,4.175438596491228,1.8245614035087718,18.105263157894736,0.8947368421052632,12.99298245614035,301.0
Amir Coffey,Clippers,681.0,157.0,76.0,1712.0,501.0,121.0,242.0,43.0,76,8.960526315789474,2.0657894736842106,1.0,22.526315789473685,0.5657894736842105,12.939473684210526,302.0
Josh Green,Hornets,471.0,167.0,103.0,1812.0,400.0,64.0,236.0,64.0,64,7.359375,2.609375,1.609375,28.3125,1.0,12.9046875,303.0
Jared Rhoden,Raptors,85.0,26.0,8.0,169.0,62.0,19.0,29.0,7.0,10,8.5,2.6,0.8,16.9,0.7,12.82,304.0
Peyton Watson,Nuggets,541.0,240.0,88.0,1661.0,433.0,139.0,140.0,62.0,75,7.213333333333333,3.2,1.1733333333333333,22.14666666666667,0.8266666666666667,12.813333333333333,305.0
Luke Kornet,Celtics,412.0,392.0,111.0,1391.0,258.0,98.0,2.0,34.0,82,5.024390243902439,4.780487804878049,1.353658536585366,16.963414634146343,0.4146341463414634,12.791463414634148,306.0
Victor Wembanyama,Team Chuck,17.0,7.0,0.0,13.0,11.0,0.0,3.0,3.0,2,8.5,3.5,0.0,6.5,1.5,12.7,307.0
Bogdan Bogdanovic,Hawks,240.0,66.0,49.0,597.0,224.0,34.0,146.0,37.0,31,7.741935483870968,2.129032258064516,1.5806451612903225,19.258064516129032,1.1935483870967742,12.667741935483871,308.0
Quinten Post,Warriors,364.0,162.0,63.0,767.0,293.0,27.0,191.0,34.0,52,7.0,3.1153846153846154,1.2115384615384615,14.75,0.6538461538461539,12.555769230769231,309.0
Nick Smith Jr.,Hornets,502.0,112.0,119.0,1188.0,494.0,36.0,266.0,71.0,65,7.723076923076923,1.7230769230769232,1.8307692307692307,18.276923076923076,1.0923076923076922,12.536923076923078,310.0
Ja'Kobe Walter,Raptors,369.0,135.0,62.0,923.0,325.0,69.0,152.0,44.0,50,7.38,2.7,1.24,18.46,0.88,12.48,311.0
Tre Jones,Spurs,123.0,58.0,104.0,449.0,93.0,33.0,26.0,21.0,28,4.392857142857143,2.0714285714285716,3.7142857142857144,16.035714285714285,0.75,12.45,312.0
AJ Green,Bucks,549.0,169.0,104.0,1649.0,429.0,26.0,370.0,38.0,73,7.52054794520548,2.315068493150685,1.4246575342465753,22.589041095890412,0.5205479452054794,12.435616438356163,313.0
Kevon Looney,Warriors,344.0,475.0,111.0,1181.0,289.0,98.0,4.0,42.0,87,3.954022988505747,5.459770114942529,1.2758620689655173,13.574712643678161,0.4827586206896552,12.419540229885058,314.0
Andre Drummond,76ers,293.0,310.0,34.0,749.0,234.0,90.0,20.0,55.0,58,5.051724137931035,5.344827586206897,0.5862068965517241,12.913793103448276,0.9482758620689655,12.344827586206895,315.0
Tyrese Martin,Nets,475.0,196.0,105.0,1192.0,422.0,54.0,255.0,65.0,71,6.690140845070423,2.76056338028169,1.4788732394366197,16.788732394366196,0.9154929577464789,12.221126760563381,316.0
Kyrie Irving,Team Shaq,11.0,6.0,4.0,15.0,9.0,0.0,1.0,3.0,2,5.5,3.0,2.0,7.5,1.5,12.1,317.0
Vit Krejci,Hawks,358.0,138.0,133.0,1036.0,266.0,39.0,188.0,46.0,60,5.966666666666667,2.3,2.216666666666667,17.266666666666666,0.7666666666666667,12.051666666666666,318.0
Vasilije Micic,Hornets,269.0,87.0,127.0,764.0,273.0,41.0,125.0,74.0,47,5.723404255319149,1.851063829787234,2.702127659574468,16.25531914893617,1.574468085106383,11.99787234042553,319.0
Bismack Biyombo,Spurs,128.0,113.0,24.0,395.0,95.0,23.0,0.0,22.0,25,5.12,4.52,0.96,15.8,0.88,11.984,320.0
Karl-Anthony Towns,Team Chuck,14.0,7.0,1.0,18.0,10.0,0.0,5.0,1.0,2,7.0,3.5,0.5,9.0,0.5,11.95,321.0
Tidjane Salaun,Hornets,276.0,222.0,60.0,994.0,275.0,74.0,166.0,49.0,53,5.2075471698113205,4.188679245283019,1.1320754716981132,18.754716981132077,0.9245283018867925,11.932075471698113,322.0
Tristan da Silva,Magic,516.0,239.0,107.0,1580.0,467.0,65.0,232.0,56.0,81,6.37037037037037,2.950617283950617,1.3209876543209877,19.506172839506174,0.691358024691358,11.892592592592592,323.0
Julian Strawther,Nuggets,616.0,144.0,83.0,1453.0,508.0,89.0,278.0,62.0,77,8.0,1.87012987012987,1.077922077922078,18.87012987012987,0.8051948051948052,11.861038961038961,324.0
Dean Wade,Cavaliers,304.0,274.0,74.0,1292.0,264.0,27.0,216.0,23.0,63,4.825396825396825,4.349206349206349,1.1746031746031746,20.50793650793651,0.36507936507936506,11.806349206349207,325.0
Vince Williams Jr.,Grizzlies,159.0,88.0,51.0,462.0,153.0,22.0,91.0,35.0,29,5.482758620689655,3.0344827586206895,1.7586206896551724,15.931034482758621,1.206896551724138,11.76206896551724,326.0
Johnny Juzang,Jazz,473.0,161.0,56.0,1070.0,390.0,47.0,263.0,29.0,64,7.390625,2.515625,0.875,16.71875,0.453125,11.721875,327.0
Sam Hauser,Celtics,554.0,214.0,60.0,1462.0,445.0,7.0,375.0,24.0,77,7.194805194805195,2.779220779220779,0.7792207792207793,18.98701298701299,0.3116883116883117,11.698701298701298,328.0
Marcus Smart,Wizards,118.0,23.0,35.0,224.0,93.0,27.0,44.0,15.0,17,6.9411764705882355,1.3529411764705883,2.0588235294117645,13.176470588235293,0.8823529411764706,11.652941176470588,329.0
Chris Boucher,Raptors,502.0,224.0,33.0,864.0,370.0,87.0,193.0,29.0,71,7.070422535211268,3.1549295774647885,0.4647887323943662,12.169014084507042,0.4084507042253521,11.553521126760563,330.0
Jaylin Williams,Thunder,290.0,271.0,129.0,852.0,235.0,38.0,164.0,42.0,70,4.142857142857143,3.8714285714285714,1.8428571428571427,12.17142857142857,0.6,11.552857142857144,331.0
Ryan Dunn,Suns,452.0,230.0,53.0,1234.0,423.0,36.0,228.0,31.0,70,6.457142857142857,3.2857142857142856,0.7571428571428571,17.62857142857143,0.44285714285714284,11.535714285714286,332.0
Jordan Goodwin,Lakers,143.0,95.0,36.0,471.0,120.0,11.0,58.0,20.0,27,5.296296296296297,3.5185185185185186,1.3333333333333333,17.444444444444443,0.7407407407407407,11.518518518518519,333.0
Shake Milton,Nets,199.0,51.0,64.0,491.0,157.0,33.0,72.0,20.0,31,6.419354838709677,1.6451612903225807,2.064516129032258,15.838709677419354,0.6451612903225806,11.49032258064516,334.0
Jake LaRavia,Kings,102.0,50.0,22.0,330.0,85.0,17.0,48.0,15.0,17,6.0,2.9411764705882355,1.2941176470588236,19.41176470588235,0.8823529411764706,11.470588235294118,335.0
Stephon Castle,Team Candace,6.0,2.0,2.0,11.0,7.0,0.0,2.0,0.0,1,6.0,2.0,2.0,11.0,0.0,11.4,336.0
Noah Clowney,Nets,409.0,170.0,36.0,996.0,359.0,76.0,252.0,42.0,59,6.932203389830509,2.8813559322033897,0.6101694915254238,16.88135593220339,0.711864406779661,11.305084745762711,337.0
Terance Mann,Clippers,223.0,107.0,59.0,732.0,195.0,32.0,75.0,25.0,39,5.717948717948718,2.7435897435897436,1.5128205128205128,18.76923076923077,0.6410256410256411,11.27948717948718,338.0
Haywood Highsmith,Heat,468.0,223.0,102.0,1711.0,372.0,36.0,227.0,54.0,79,5.924050632911392,2.8227848101265822,1.2911392405063291,21.658227848101266,0.6835443037974683,11.248101265822784,339.0
Justin Edwards,76ers,360.0,116.0,56.0,969.0,296.0,37.0,160.0,43.0,52,6.923076923076923,2.230769230769231,1.0769230769230769,18.634615384615383,0.8269230769230769,11.215384615384615,340.0
Trayce Jackson-Davis,Warriors,432.0,325.0,104.0,1030.0,311.0,112.0,2.0,44.0,88,4.909090909090909,3.6931818181818183,1.1818181818181819,11.704545454545455,0.5,11.113636363636363,341.0
Sam Merrill,Cavaliers,494.0,153.0,103.0,1393.0,416.0,32.0,362.0,33.0,75,6.586666666666667,2.04,1.3733333333333333,18.573333333333334,0.44,11.094666666666667,342.0
Dalano Banton,Trail Blazers,473.0,116.0,137.0,939.0,412.0,110.0,180.0,74.0,74,6.391891891891892,1.5675675675675675,1.8513513513513513,12.68918918918919,1.0,11.05,343.0
Marcus Garrett,Hornets,28.0,6.0,13.0,79.0,27.0,4.0,8.0,6.0,5,5.6,1.2,2.6,15.8,1.2,10.94,344.0
Gary Payton II,Warriors,457.0,200.0,94.0,1077.0,348.0,38.0,122.0,42.0,77,5.935064935064935,2.5974025974025974,1.2207792207792207,13.987012987012987,0.5454545454545454,10.883116883116884,345.0
Jarred Vanderbilt,Lakers,145.0,170.0,41.0,561.0,110.0,38.0,31.0,31.0,38,3.8157894736842106,4.473684210526316,1.0789473684210527,14.763157894736842,0.8157894736842105,10.802631578947368,346.0
Ricky Council IV,76ers,460.0,174.0,85.0,1068.0,395.0,122.0,185.0,44.0,74,6.216216216216216,2.3513513513513513,1.1486486486486487,14.432432432432432,0.5945945945945946,10.760810810810812,347.0
Drew Eubanks,Jazz,215.0,168.0,45.0,569.0,145.0,57.0,5.0,31.0,45,4.777777777777778,3.7333333333333334,1.0,12.644444444444444,0.6888888888888889,10.757777777777777,348.0
Oshae Brissett,76ers,47.0,18.0,4.0,128.0,37.0,8.0,17.0,8.0,7,6.714285714285714,2.5714285714285716,0.5714285714285714,18.285714285714285,1.1428571428571428,10.657142857142858,349.0
Shai Gilgeous-Alexander,Team Chuck,16.0,3.0,1.0,13.0,9.0,2.0,5.0,1.0,2,8.0,1.5,0.5,6.5,0.5,10.55,350.0
Jeremiah Robinson-Earl,Pelicans,338.0,266.0,67.0,1042.0,282.0,47.0,133.0,40.0,72,4.694444444444445,3.6944444444444446,0.9305555555555556,14.472222222222221,0.5555555555555556,10.523611111111112,351.0
Darius Garland,Team Kenny,6.0,0.0,3.0,6.0,4.0,0.0,3.0,0.0,1,6.0,0.0,3.0,6.0,0.0,10.5,352.0
Thomas Bryant,Pacers,405.0,226.0,51.0,932.0,298.0,59.0,135.0,34.0,72,5.625,3.138888888888889,0.7083333333333334,12.944444444444445,0.4722222222222222,10.454166666666666,353.0
Jonathan Isaac,Magic,386.0,313.0,41.0,1125.0,325.0,106.0,153.0,35.0,79,4.886075949367089,3.962025316455696,0.5189873417721519,14.240506329113924,0.4430379746835443,10.418987341772151,354.0
Ryan Dunn,Team Candace,8.0,2.0,0.0,10.0,5.0,1.0,3.0,0.0,1,8.0,2.0,0.0,10.0,0.0,10.4,355.0
Dalton Knecht,Team Candace,8.0,2.0,0.0,11.0,6.0,0.0,4.0,0.0,1,8.0,2.0,0.0,11.0,0.0,10.4,355.0
KJ Simpson,Hornets,210.0,80.0,79.0,585.0,218.0,42.0,93.0,38.0,41,5.121951219512195,1.951219512195122,1.9268292682926829,14.268292682926829,0.926829268292683,10.353658536585366,356.0
Javonte Green,Pelicans,288.0,178.0,45.0,1093.0,224.0,66.0,108.0,28.0,55,5.236363636363636,3.2363636363636363,0.8181818181818182,19.87272727272727,0.509090909090909,10.347272727272726,357.0
Precious Achiuwa,Knicks,311.0,289.0,47.0,1038.0,276.0,59.0,33.0,39.0,71,4.380281690140845,4.070422535211268,0.6619718309859155,14.619718309859154,0.5492957746478874,10.25774647887324,358.0
Steven Adams,Rockets,222.0,326.0,66.0,834.0,160.0,111.0,1.0,53.0,70,3.1714285714285713,4.6571428571428575,0.9428571428571428,11.914285714285715,0.7571428571428571,10.174285714285714,359.0
Cameron Payne,Knicks,482.0,100.0,193.0,1072.0,445.0,51.0,257.0,53.0,88,5.4772727272727275,1.1363636363636365,2.1931818181818183,12.181818181818182,0.6022727272727273,10.13068181818182,360.0
Ronald Holland II,Pistons,459.0,199.0,68.0,1155.0,376.0,111.0,142.0,70.0,79,5.810126582278481,2.518987341772152,0.8607594936708861,14.620253164556962,0.8860759493670886,10.124050632911391,361.0
Karlo Matkovic,Pelicans,238.0,161.0,34.0,641.0,174.0,37.0,48.0,37.0,48,4.958333333333333,3.3541666666666665,0.7083333333333334,13.354166666666666,0.7708333333333334,10.045833333333333,362.0
GG Jackson,Grizzlies,202.0,83.0,26.0,413.0,181.0,40.0,92.0,29.0,34,5.9411764705882355,2.4411764705882355,0.7647058823529411,12.147058823529411,0.8529411764705882,10.01764705882353,363.0
Isaac Okoro,Cavaliers,322.0,122.0,66.0,1037.0,256.0,41.0,144.0,26.0,57,5.649122807017544,2.1403508771929824,1.1578947368421053,18.19298245614035,0.45614035087719296,9.95438596491228,364.0
Simone Fontecchio,Pistons,402.0,195.0,58.0,1097.0,334.0,77.0,201.0,49.0,73,5.506849315068493,2.671232876712329,0.7945205479452054,15.027397260273972,0.6712328767123288,9.904109589041095,365.0
AJ Johnson,Wizards,115.0,27.0,40.0,347.0,112.0,17.0,52.0,17.0,21,5.476190476190476,1.2857142857142858,1.9047619047619047,16.523809523809526,0.8095238095238095,9.876190476190477,366.0
Colby Jones,Wizards,82.0,32.0,25.0,221.0,55.0,23.0,21.0,9.0,16,5.125,2.0,1.5625,13.8125,0.5625,9.86875,367.0
Kyle Anderson,Warriors,189.0,110.0,81.0,543.0,169.0,27.0,52.0,20.0,45,4.2,2.4444444444444446,1.8,12.066666666666666,0.4444444444444444,9.833333333333334,368.0
Cam Whitmore,Rockets,429.0,140.0,41.0,760.0,371.0,66.0,174.0,42.0,68,6.3088235294117645,2.0588235294117645,0.6029411764705882,11.176470588235293,0.6176470588235294,9.683823529411764,369.0
Wendell Moore Jr.,Hornets,62.0,41.0,16.0,216.0,55.0,8.0,19.0,13.0,14,4.428571428571429,2.9285714285714284,1.1428571428571428,15.428571428571429,0.9285714285714286,9.657142857142857,370.0
KJ Martin,76ers,154.0,72.0,19.0,476.0,99.0,29.0,21.0,12.0,28,5.5,2.5714285714285716,0.6785714285714286,17.0,0.42857142857142855,9.603571428571428,371.0
Kyle Lowry,76ers,138.0,67.0,96.0,661.0,117.0,33.0,88.0,21.0,38,3.6315789473684212,1.763157894736842,2.526315789473684,17.394736842105264,0.5526315789473685,9.536842105263158,372.0
JT Thor,Wizards,31.0,26.0,3.0,139.0,32.0,10.0,10.0,1.0,7,4.428571428571429,3.7142857142857144,0.42857142857142855,19.857142857142858,0.14285714285714285,9.528571428571428,373.0
Nicolas Batum,Clippers,312.0,224.0,95.0,1410.0,250.0,18.0,216.0,35.0,76,4.105263157894737,2.9473684210526314,1.25,18.55263157894737,0.4605263157894737,9.517105263157895,374.0
Kenrich Williams,Thunder,420.0,244.0,88.0,1121.0,347.0,39.0,172.0,39.0,89,4.719101123595506,2.741573033707865,0.9887640449438202,12.595505617977528,0.43820224719101125,9.492134831460675,375.0
Grant Williams,Hornets,166.0,82.0,37.0,479.0,123.0,37.0,74.0,28.0,34,4.882352941176471,2.411764705882353,1.088235294117647,14.088235294117647,0.8235294117647058,9.408823529411766,376.0
Jamison Battle,Raptors,324.0,115.0,43.0,793.0,268.0,14.0,199.0,19.0,56,5.785714285714286,2.0535714285714284,0.7678571428571429,14.160714285714286,0.3392857142857143,9.401785714285715,377.0
Jaren Jackson Jr.,Team Kenny,4.0,2.0,2.0,8.0,5.0,0.0,1.0,0.0,1,4.0,2.0,2.0,8.0,0.0,9.4,378.0
Daniel Theis,Pelicans,162.0,164.0,60.0,622.0,129.0,37.0,37.0,25.0,48,3.375,3.4166666666666665,1.25,12.958333333333334,0.5208333333333334,9.35,379.0
Jared Butler,Wizards,220.0,41.0,82.0,363.0,176.0,45.0,41.0,29.0,42,5.238095238095238,0.9761904761904762,1.9523809523809523,8.642857142857142,0.6904761904761905,9.338095238095239,380.0
James Harden,Team Shaq,6.0,3.0,6.0,17.0,3.0,0.0,3.0,0.0,2,3.0,1.5,3.0,8.5,0.0,9.3,381.0
Tristan Vukcevic,Wizards,212.0,90.0,27.0,344.0,162.0,40.0,72.0,24.0,39,5.435897435897436,2.3076923076923075,0.6923076923076923,8.820512820512821,0.6153846153846154,9.243589743589743,382.0
Jaylen Sims,Hornets,19.0,1.0,5.0,46.0,10.0,6.0,5.0,3.0,3,6.333333333333333,0.3333333333333333,1.6666666666666667,15.333333333333334,1.0,9.233333333333334,383.0
Jaden Hardy,Mavericks,422.0,77.0,67.0,769.0,351.0,72.0,171.0,67.0,67,6.298507462686567,1.1492537313432836,1.0,11.477611940298507,1.0,9.177611940298508,384.0
Gabe Vincent,Lakers,434.0,87.0,101.0,1508.0,394.0,19.0,289.0,39.0,76,5.7105263157894735,1.144736842105263,1.3289473684210527,19.842105263157894,0.5131578947368421,9.077631578947368,385.0
Kyle Anderson,Heat,102.0,67.0,53.0,329.0,86.0,28.0,11.0,11.0,29,3.5172413793103448,2.310344827586207,1.8275862068965518,11.344827586206897,0.3793103448275862,9.03103448275862,386.0
KJ Martin,Jazz,91.0,43.0,19.0,324.0,71.0,14.0,23.0,10.0,19,4.7894736842105265,2.263157894736842,1.0,17.05263157894737,0.5263157894736842,9.005263157894737,387.0
Mo Bamba,Clippers,128.0,120.0,16.0,353.0,103.0,25.0,50.0,19.0,33,3.878787878787879,3.6363636363636362,0.48484848484848486,10.696969696969697,0.5757575757575758,8.969696969696969,388.0
Alex Reese,76ers,60.0,35.0,3.0,160.0,43.0,9.0,34.0,5.0,12,5.0,2.9166666666666665,0.25,13.333333333333334,0.4166666666666667,8.875,389.0
Jarace Walker,Pacers,434.0,224.0,105.0,1192.0,350.0,69.0,181.0,81.0,97,4.474226804123711,2.3092783505154637,1.0824742268041236,12.288659793814434,0.8350515463917526,8.869072164948452,390.0
Cody Martin,Suns,25.0,30.0,12.0,123.0,32.0,7.0,14.0,6.0,9,2.7777777777777777,3.3333333333333335,1.3333333333333333,13.666666666666666,0.6666666666666666,8.777777777777779,391.0
Keion Brooks Jr.,Pelicans,49.0,26.0,5.0,123.0,38.0,15.0,11.0,6.0,10,4.9,2.6,0.5,12.3,0.6,8.77,392.0
Taylor Hendricks,Jazz,14.0,15.0,2.0,75.0,18.0,4.0,12.0,2.0,4,3.5,3.75,0.5,18.75,0.5,8.75,393.0
Nikola Jokic,Team Chuck,4.0,5.0,5.0,16.0,4.0,2.0,2.0,3.0,2,2.0,2.5,2.5,8.0,1.5,8.75,393.0
Chuma Okeke,76ers,28.0,26.0,7.0,103.0,16.0,0.0,11.0,1.0,8,3.5,3.25,0.875,12.875,0.125,8.7125,394.0
DaQuan Jeffries,Hornets,237.0,103.0,43.0,844.0,217.0,27.0,127.0,24.0,49,4.836734693877551,2.1020408163265305,0.8775510204081632,17.224489795918366,0.4897959183673469,8.675510204081633,395.0
Ben Simmons,Clippers,40.0,49.0,44.0,232.0,42.0,7.0,0.0,7.0,19,2.1052631578947367,2.5789473684210527,2.3157894736842106,12.210526315789474,0.3684210526315789,8.673684210526314,396.0
Ben Sheppard,Pacers,391.0,206.0,86.0,1453.0,329.0,31.0,229.0,29.0,89,4.393258426966292,2.3146067415730336,0.9662921348314607,16.325842696629213,0.3258426966292135,8.620224719101122,397.0
Mo Bamba,Pelicans,10.0,25.0,2.0,61.0,9.0,2.0,4.0,1.0,5,2.0,5.0,0.4,12.2,0.2,8.6,398.0
Damian Lillard,Team Shaq,9.0,3.0,3.0,12.0,6.0,0.0,5.0,1.0,2,4.5,1.5,1.5,6.0,0.5,8.55,399.0
Eric Gordon,76ers,266.0,46.0,65.0,768.0,204.0,48.0,137.0,28.0,49,5.428571428571429,0.9387755102040817,1.3265306122448979,15.673469387755102,0.5714285714285714,8.544897959183674,400.0
Larry Nance Jr.,Hawks,203.0,103.0,38.0,463.0,155.0,13.0,76.0,16.0,45,4.511111111111111,2.2888888888888888,0.8444444444444444,10.28888888888889,0.35555555555555557,8.524444444444445,401.0
Cody Williams,Jazz,217.0,110.0,56.0,983.0,233.0,40.0,118.0,43.0,51,4.254901960784314,2.156862745098039,1.0980392156862746,19.274509803921568,0.8431372549019608,8.490196078431373,402.0
Brandon Williams,Mavericks,255.0,48.0,74.0,451.0,173.0,58.0,60.0,34.0,50,5.1,0.96,1.48,9.02,0.68,8.472,403.0
Trae Young,Team Chuck,4.0,2.0,7.0,11.0,5.0,0.0,3.0,1.0,2,2.0,1.0,3.5,5.5,0.5,8.45,404.0
Seth Curry,Hornets,396.0,96.0,49.0,933.0,304.0,32.0,164.0,28.0,70,5.6571428571428575,1.3714285714285714,0.7,13.32857142857143,0.4,8.352857142857143,405.0
David Roddy,76ers,18.0,9.0,3.0,29.0,19.0,0.0,11.0,1.0,4,4.5,2.25,0.75,7.25,0.25,8.325,406.0
Zach Collins,Spurs,167.0,101.0,52.0,427.0,132.0,35.0,46.0,23.0,44,3.7954545454545454,2.2954545454545454,1.1818181818181819,9.704545454545455,0.5227272727272727,8.322727272727272,407.0
